cnn_score,smina_score,lig_rmsd,fmax_rmsd,system,smina_rank
0.001126,-9.1862,11.3438,0.4414,16pk,10
0.055517,-9.1542,11.0529,3.0422,16pk,11
0.000164,-9.0126,17.0973,2.2306,16pk,12
0.001053,-8.8944,15.4052,2.2591,16pk,13
0.000128,-8.8002,18.8436,2.2581,16pk,14
0.001341,-8.7371,12.7495,2.3613,16pk,15
0.001380,-8.6576,9.7849,2.6544,16pk,16
0.001244,-8.6562,10.2583,2.6089,16pk,17
0.000508,-8.6498,18.1858,2.3050,16pk,18
0.000091,-8.6038,17.7005,2.2968,16pk,19
0.002084,-10.5935,11.0944,0.4707,16pk,1
0.001299,-8.5850,10.7714,1.8639,16pk,20
0.009201,-10.4030,10.9514,0.4669,16pk,2
0.004741,-10.2716,11.2936,2.4302,16pk,3
0.003189,-10.0768,11.1220,2.5065,16pk,4
0.033209,-9.4989,11.5031,2.9284,16pk,5
0.005522,-9.4040,11.5755,2.2675,16pk,6
0.002149,-9.4019,10.7477,1.7932,16pk,7
0.007950,-9.3203,10.1212,2.2989,16pk,8
0.001183,-9.2876,13.8012,2.2977,16pk,9
0.999516,-9.9378,0.3399,0.3714,16pk,0
0.000105,-6.0277,11.7811,1.4381,1a07,10
0.001080,-5.9819,10.2518,2.0575,1a07,11
0.000152,-5.9678,11.8666,1.2994,1a07,12
0.001717,-5.8847,10.2865,1.7715,1a07,13
0.001022,-5.8639,11.1653,2.7772,1a07,14
0.000075,-5.8458,11.4393,2.9519,1a07,15
0.000106,-5.7958,10.1531,1.7281,1a07,16
0.001625,-5.7808,8.8397,1.7707,1a07,17
0.000063,-5.7801,10.4922,1.9904,1a07,18
0.012067,-5.7417,9.5216,1.2981,1a07,19
0.000655,-6.3801,10.4257,1.7280,1a07,1
0.000074,-5.7170,10.6293,1.7312,1a07,20
0.001012,-6.3499,9.9374,1.2402,1a07,2
0.001232,-6.2017,11.5708,1.6124,1a07,3
0.000406,-6.1993,12.1233,1.5769,1a07,4
0.009134,-6.1636,10.2009,3.0897,1a07,5
0.000512,-6.1051,8.9226,1.6688,1a07,6
0.003674,-6.1008,9.6455,1.8544,1a07,7
0.002724,-6.0835,10.1607,1.7640,1a07,8
0.000160,-6.0700,12.2400,2.0245,1a07,9
0.863309,-6.0287,1.3537,0.5995,1a07,0
0.014260,-5.4195,10.7028,3.2119,1a08,10
0.000418,-5.4107,9.0848,1.4358,1a08,11
0.000132,-5.4012,7.1033,1.3614,1a08,12
0.003976,-5.2270,8.5592,3.2052,1a08,13
0.000012,-5.2165,9.5674,2.5071,1a08,14
0.026263,-5.1956,17.4823,3.2462,1a08,15
0.000176,-5.1917,6.5273,3.1930,1a08,16
0.000130,-5.1410,12.1075,3.1115,1a08,17
0.000214,-5.1328,9.4267,3.2430,1a08,18
0.000125,-5.0708,10.3391,1.3557,1a08,19
0.016105,-6.2382,3.7920,3.2319,1a08,1
0.000180,-5.0569,9.2045,3.2086,1a08,20
0.004343,-6.0715,7.7653,2.7711,1a08,2
0.006809,-6.0246,8.2954,3.0408,1a08,3
0.000625,-5.9150,8.6474,1.3039,1a08,4
0.000492,-5.9114,4.2183,1.1198,1a08,5
0.000815,-5.6869,12.9303,1.1088,1a08,6
0.000164,-5.5940,7.7584,2.8878,1a08,7
0.001974,-5.5685,9.2946,3.1129,1a08,8
0.000246,-5.5151,8.8196,3.0697,1a08,9
0.989829,-7.8379,0.9960,0.5056,1a08,0
0.002548,-8.2786,16.1991,2.7408,1a09,10
0.000470,-8.2287,17.4761,2.0516,1a09,11
0.000513,-8.1429,6.0706,2.1252,1a09,12
0.016976,-8.1331,5.5330,2.3014,1a09,13
0.012054,-8.1182,9.1134,2.2996,1a09,14
0.001764,-8.1089,6.8763,1.9068,1a09,15
0.001873,-8.0746,8.9093,2.0385,1a09,16
0.000153,-8.0245,5.8683,2.3815,1a09,17
0.000086,-8.0107,8.2024,2.6770,1a09,18
0.000516,-7.9886,8.2047,3.2213,1a09,19
0.002812,-9.9696,3.9329,1.3506,1a09,1
0.003896,-7.9477,12.7404,2.2517,1a09,20
0.007843,-9.8165,5.4992,2.3827,1a09,2
0.000124,-9.3308,8.0221,2.3702,1a09,3
0.000338,-9.2326,16.0715,2.0296,1a09,4
0.003589,-9.0490,5.6644,2.8154,1a09,5
0.002010,-8.9591,5.5994,2.0021,1a09,6
0.008495,-8.7828,8.2386,2.3538,1a09,7
0.047114,-8.6794,8.3316,2.7865,1a09,8
0.001441,-8.5652,12.4764,2.3923,1a09,9
0.986075,-11.0494,0.9738,1.3264,1a09,0
0.000154,-9.0576,5.6444,0.5964,1a0t,10
0.007345,-9.0352,6.6646,0.6257,1a0t,11
0.000850,-8.7632,5.5573,0.6802,1a0t,12
0.079479,-8.5539,5.5122,0.7179,1a0t,13
0.000783,-8.5010,7.3345,0.6645,1a0t,14
0.006623,-11.4229,2.8506,0.6600,1a0t,1
0.074461,-11.0369,2.0003,0.7067,1a0t,2
0.015207,-10.5892,4.8724,0.5810,1a0t,3
0.017146,-10.0743,5.0901,0.6973,1a0t,4
0.003439,-10.0739,5.7473,0.5579,1a0t,5
0.022399,-9.9441,5.6839,0.8688,1a0t,6
0.002111,-9.8019,4.6069,0.3967,1a0t,7
0.013211,-9.7951,4.6776,0.6096,1a0t,8
0.243429,-9.4683,3.3533,0.8689,1a0t,9
0.995788,-11.3341,0.9340,0.4347,1a0t,0
0.002275,-7.5268,9.9036,2.8394,1a1b,10
0.000171,-7.4897,5.0080,1.3002,1a1b,11
0.010495,-7.4725,6.3273,1.3152,1a1b,12
0.029770,-7.4216,3.3108,2.1687,1a1b,13
0.003341,-7.3266,7.7000,1.3151,1a1b,14
0.002617,-7.2961,4.2276,1.1853,1a1b,15
0.030252,-7.2937,4.3019,2.0806,1a1b,16
0.002951,-7.2502,3.6381,2.0703,1a1b,17
0.009243,-7.2380,2.7215,1.3151,1a1b,18
0.008778,-7.0568,9.1775,3.4064,1a1b,19
0.211102,-8.7726,1.4095,1.1537,1a1b,1
0.001006,-6.9887,4.4802,2.4224,1a1b,20
0.004141,-8.4268,2.9691,1.3151,1a1b,2
0.005381,-7.8320,5.3328,2.1339,1a1b,3
0.059693,-7.8101,2.9420,1.6483,1a1b,4
0.011226,-7.7456,3.5774,1.2816,1a1b,5
0.005521,-7.6835,4.2226,2.1577,1a1b,6
0.003145,-7.6791,4.1433,2.1318,1a1b,7
0.004205,-7.6265,4.5822,2.0648,1a1b,8
0.005321,-7.6050,6.5655,1.6151,1a1b,9
0.981999,-8.0548,1.9294,1.3147,1a1b,0
0.000904,-8.5645,5.5471,2.0863,1a1c,10
0.000877,-8.5502,12.1539,1.3006,1a1c,11
0.024984,-8.4685,3.3514,1.8711,1a1c,12
0.000078,-8.4183,14.4167,1.9597,1a1c,13
0.000232,-8.3602,13.8787,1.3397,1a1c,14
0.001145,-8.3594,12.6492,2.9655,1a1c,15
0.000274,-8.3416,10.3621,2.0781,1a1c,16
0.000187,-8.3361,13.1495,1.3010,1a1c,17
0.018240,-8.2904,7.7275,1.8964,1a1c,18
0.009911,-8.1692,11.1532,1.6394,1a1c,19
0.020981,-9.4682,1.6555,1.6373,1a1c,1
0.000212,-8.1506,13.6997,1.6986,1a1c,20
0.144271,-9.1959,1.2009,2.6328,1a1c,2
0.003295,-9.1398,2.7607,1.5871,1a1c,3
0.112303,-9.1362,2.6058,2.0033,1a1c,4
0.179762,-8.9153,6.7604,1.4837,1a1c,5
0.008731,-8.7521,11.1683,3.3511,1a1c,6
0.000179,-8.7157,13.1693,1.6035,1a1c,7
0.005998,-8.6708,9.6456,3.6809,1a1c,8
0.001682,-8.6365,9.4103,2.9236,1a1c,9
0.948737,-9.5363,2.2425,1.2996,1a1c,0
0.000036,-10.0752,5.5937,1.5072,1a1e,10
0.000140,-10.0259,5.2396,2.2420,1a1e,11
0.001542,-9.9560,12.5055,1.7040,1a1e,12
0.003981,-9.6803,10.7928,1.7897,1a1e,13
0.000667,-9.5530,16.1964,2.2570,1a1e,14
0.000478,-9.4763,9.1814,3.6601,1a1e,15
0.001151,-9.4209,15.0084,3.1079,1a1e,16
0.000513,-9.3656,7.5930,1.7275,1a1e,17
0.000067,-9.3479,9.9885,2.0993,1a1e,18
0.004284,-9.3210,13.0350,2.4915,1a1e,19
0.057418,-10.9436,1.6931,1.6911,1a1e,1
0.003659,-9.2148,10.5980,3.0197,1a1e,20
0.001819,-10.9021,14.6206,2.2870,1a1e,2
0.000268,-10.8050,13.5374,2.1000,1a1e,3
0.001604,-10.7833,12.2306,1.3500,1a1e,4
0.000061,-10.6656,5.7964,2.7488,1a1e,5
0.212504,-10.6218,1.5259,1.2434,1a1e,6
0.000794,-10.5779,15.0977,2.1956,1a1e,7
0.053129,-10.1765,9.5793,1.9438,1a1e,8
0.068328,-10.0837,4.0344,2.4615,1a1e,9
0.975217,-10.0066,0.7195,1.3006,1a1e,0
0.002450,-9.8913,10.5137,1.5301,1a2c,10
0.001391,-9.8052,8.6147,2.2761,1a2c,11
0.000044,-9.7769,5.1724,1.3813,1a2c,12
0.000593,-9.7752,4.6208,1.4229,1a2c,13
0.001023,-9.7166,9.0104,1.4456,1a2c,14
0.000210,-9.6987,8.2779,2.5170,1a2c,15
0.000413,-9.6192,8.7336,2.7120,1a2c,16
0.000250,-9.5640,8.3675,2.7879,1a2c,17
0.000110,-9.4747,8.6143,1.2454,1a2c,18
0.000236,-9.3317,7.2893,2.5296,1a2c,19
0.034755,-10.8683,2.5395,2.3812,1a2c,1
0.001122,-9.2693,8.7859,2.1829,1a2c,20
0.024499,-10.8610,3.1535,2.1275,1a2c,2
